Wall time,Step,Value
1524062357.619127,1,0.00537109375
1524062488.579512,301,0.03466796875
1524062574.202691,501,0.0419921875
1524062617.184652,601,0.0361328125
1524062662.258266,701,0.041015625
1524062704.884864,801,0.046875
1524062747.925597,901,0.04541015625
1524062790.656159,1001,0.04638671875
1524062833.592039,1101,0.0595703125
1524062876.483489,1201,0.06884765625
1524063093.663259,1701,0.12841796875
1524063136.531019,1801,0.1484375
1524063179.599408,1901,0.15185546875
1524063222.469052,2001,0.1533203125
1524063267.892832,2101,0.17236328125
1524063310.665029,2201,0.1845703125
1524063353.435815,2301,0.2041015625
1524063396.572002,2401,0.19580078125
1524063439.484331,2501,0.197265625
1524063525.519404,2701,0.22265625
1524063613.687481,2901,0.2099609375
1524063742.065819,3201,0.22998046875
1524063785.007504,3301,0.23388671875
1524063827.587589,3401,0.2333984375
1524063873.068588,3501,0.251953125
1524063915.947427,3601,0.2451171875
1524063958.935658,3701,0.263671875
1524064001.727058,3801,0.2568359375
1524064044.761395,3901,0.255859375
1524064087.541361,4001,0.24658203125
1524064130.428582,4101,0.25146484375
1524064175.612623,4201,0.2451171875
1524064261.215806,4401,0.27001953125
1524064304.276944,4501,0.267578125
1524064347.164142,4601,0.283203125
1524064389.821057,4701,0.296875
1524064432.622304,4801,0.27490234375
1524064477.377338,4901,0.2724609375
1524064563.116491,5101,0.27685546875
1524064648.099563,5301,0.2890625
1524064690.993453,5401,0.27734375
1524064733.791427,5501,0.27734375
1524064778.845685,5601,0.27392578125
1524064821.590206,5701,0.287109375
1524064864.354395,5801,0.2841796875
1524064906.862393,5901,0.27685546875
1524064949.578297,6001,0.3017578125
1524064992.272615,6101,0.27880859375
1524065170.606074,6501,0.28515625
1524065298.99873,6801,0.31640625
1524065386.437776,7001,0.29541015625
1524065429.130981,7101,0.31396484375
1524065472.036069,7201,0.2880859375
1524065514.813596,7301,0.3017578125
1524065600.521558,7501,0.30517578125
1524065688.957708,7701,0.30322265625
1524065732.008345,7801,0.29248046875
1524065774.729415,7901,0.2958984375
1524065860.492005,8101,0.3310546875
1524065903.350287,8201,0.30712890625
1524065946.266323,8301,0.310546875
1524065991.830745,8401,0.3203125
1524066034.611739,8501,0.30810546875
1524066120.627188,8701,0.3232421875
1524066163.502324,8801,0.3310546875
1524066206.347555,8901,0.30322265625
1524066249.399017,9001,0.32177734375
1524066294.71739,9101,0.33203125
1524066337.547048,9201,0.32861328125
1524066423.356047,9401,0.34423828125
1524066466.181732,9501,0.3427734375
1524066509.262864,9601,0.33740234375
1524066552.116836,9701,0.3310546875
1524066596.950149,9801,0.3447265625
1524066682.960995,10001,0.3515625
1524066725.689001,10101,0.34716796875
