Wall time,Step,Value
1524062271.801695,1,0.00927734375
1524062403.007112,301,0.0263671875
1524062488.667282,501,0.037109375
1524062531.68891,601,0.033203125
1524062576.671439,701,0.04296875
1524062619.410859,801,0.03857421875
1524062662.479953,901,0.044921875
1524062705.212529,1001,0.05126953125
1524062748.164787,1101,0.06005859375
1524062791.496834,1201,0.07373046875
1524063008.6791,1701,0.11962890625
1524063051.553968,1801,0.13037109375
1524063094.269517,1901,0.1396484375
1524063137.21705,2001,0.1552734375
1524063183.590913,2101,0.16015625
1524063226.548634,2201,0.162109375
1524063269.360119,2301,0.17578125
1524063312.236954,2401,0.1728515625
1524063354.889844,2501,0.19384765625
1524063440.7296,2701,0.205078125
1524063529.003965,2901,0.2060546875
1524063657.40909,3201,0.21630859375
1524063700.501338,3301,0.2177734375
1524063743.173268,3401,0.21826171875
1524063788.039282,3501,0.22119140625
1524063831.016689,3601,0.21923828125
1524063873.862774,3701,0.2119140625
1524063916.786139,3801,0.23046875
1524063960.018074,3901,0.23193359375
1524064002.941174,4001,0.220703125
1524064045.685519,4101,0.24365234375
1524064091.277122,4201,0.228515625
1524064177.07329,4401,0.25341796875
1524064220.352202,4501,0.23828125
1524064263.162306,4601,0.25537109375
1524064305.874159,4701,0.2333984375
1524064349.163662,4801,0.236328125
1524064395.235469,4901,0.24365234375
1524064481.253215,5101,0.267578125
1524064567.269292,5301,0.2451171875
1524064610.34916,5401,0.2607421875
1524064653.255282,5501,0.2509765625
1524064698.691928,5601,0.24609375
1524064741.328438,5701,0.24560546875
1524064784.297085,5801,0.26318359375
1524064827.164423,5901,0.2763671875
1524064870.57171,6001,0.25048828125
1524064913.684579,6101,0.27685546875
1524065088.035321,6501,0.2666015625
1524065217.106455,6801,0.2802734375
1524065306.197403,7001,0.27587890625
1524065348.842351,7101,0.26806640625
1524065391.676446,7201,0.2763671875
1524065434.424913,7301,0.27001953125
1524065519.984509,7501,0.287109375
1524065607.765437,7701,0.27294921875
1524065650.679972,7801,0.2666015625
1524065693.235249,7901,0.267578125
1524065778.59133,8101,0.29248046875
1524065821.219742,8201,0.2783203125
1524065863.7467,8301,0.29638671875
1524065909.731606,8401,0.2919921875
1524065952.717516,8501,0.2646484375
1524066055.796092,8701,0.2939453125
1524066098.868887,8801,0.2900390625
1524066141.69523,8901,0.27978515625
1524066188.098491,9001,0.29248046875
1524066230.917614,9101,0.30029296875
1524066273.667288,9201,0.30615234375
1524066359.429739,9401,0.310546875
1524066402.268462,9501,0.31494140625
1524066445.492615,9601,0.3134765625
1524066491.205994,9701,0.29541015625
1524066534.235261,9801,0.30712890625
1524066620.552615,10001,0.3056640625
1524066663.250905,10101,0.302734375
1524066706.324026,10201,0.306640625
1524066838.135656,10501,0.30419921875
1524066881.234949,10601,0.3095703125
1524066923.969892,10701,0.32958984375
1524066966.785242,10801,0.31689453125
1524067009.767367,10901,0.31103515625
1524067142.004357,11201,0.33642578125
1524067184.964456,11301,0.330078125
1524067227.737585,11401,0.33837890625
1524067312.958845,11601,0.35107421875
1524067401.361052,11801,0.3369140625
1524067573.175029,12201,0.33837890625
1524067616.236893,12301,0.35546875
1524067658.968505,12401,0.32421875
1524067704.541061,12501,0.33544921875
1524067747.874789,12601,0.33935546875
1524067790.829521,12701,0.34814453125
1524067876.625272,12901,0.35400390625
1524067962.332155,13101,0.34326171875
1524068007.711248,13201,0.3349609375
1524068050.313546,13301,0.33251953125
1524068093.031978,13401,0.36328125
1524068136.183931,13501,0.34228515625
1524068221.645347,13701,0.36083984375
1524068264.659787,13801,0.36376953125
1524068309.662047,13901,0.357421875
1524068352.641713,14001,0.35546875
1524068395.703341,14101,0.37353515625
1524068438.735949,14201,0.34765625
1524068567.249495,14501,0.361328125
1524068613.658359,14601,0.36376953125
1524068656.448719,14701,0.3642578125
